fir_id,fir_number,station_id,crime_head_id,date_registered,year,month,status,description,victim_age,victim_gender,accused_count,latitude,longitude,is_cyber,is_economic,chargesheet_filed
1693,FIR/2022/KA07/00013,378,16,2022-11-13,2022,11,under_investigation,Victim lost Rs.475443 through online fraud/UPI scam.,74.0,Other,4,13.31422262111347,74.68897806199456,1,0,0
1694,FIR/2023/KA01/00869,124,28,2023-04-01,2023,4,registered,FIR registered for Criminal Trespass at Basak Street.,26.0,Female,1,13.009515074574892,77.74917402151927,0,0,0
1695,FIR/2022/KA03/00021,207,1,2022-02-12,2022,2,chargesheeted,Complaint received regarding theft of gold chain worth Rs.190926.,35.0,Male,2,12.37408770052656,76.78571089028105,0,0,1
1696,FIR/2023/KA28/00018,1070,12,2023-05-08,2023,5,chargesheeted,Accused cheated complainant of Rs.276279 through false promises.,55.0,Female,2,14.692335133153122,74.59552558518536,0,1,1
1697,FIR/2024/KA01/00870,29,22,2024-03-12,2024,3,chargesheeted,FIR registered for POCSO Act at Misra Chowk.,23.0,Other,5,12.814494679930506,77.67356254051589,0,0,1
1698,FIR/2023/KA05/00055,310,1,2023-11-26,2023,11,chargesheeted,Complaint received regarding theft of cash worth Rs.419825.,65.0,Male,3,17.276855430861573,76.77735910076042,0,0,1
1699,FIR/2024/KA13/00036,626,12,2024-01-14,2024,1,chargesheeted,Accused cheated complainant of Rs.439904 through false promises.,74.0,Male,2,16.09214446836447,77.24263309347432,0,1,1
1700,FIR/2024/KA10/00063,453,30,2024-07-12,2024,7,under_investigation,FIR registered for Extortion at Keer Zila.,47.0,Other,5,13.34693148676307,77.157550400278,0,0,0
1701,FIR/2022/KA01/00871,48,9,2022-05-02,2022,5,closed,FIR registered for Assault on Women at Nair Marg.,51.0,Male,5,12.954095849588352,77.61736350104351,0,0,1
1702,FIR/2024/KA25/00024,957,25,2024-12-14,2024,12,chargesheeted,FIR registered for Arms Act at Ganesh Nagar.,19.0,Other,5,17.902176019530625,77.66412420080725,0,0,1
1703,FIR/2024/KA01/00872,108,2,2024-11-19,2024,11,closed,FIR registered for House Breaking & Theft at Dar Road.,58.0,Female,3,12.927324123943846,77.56874408936972,0,0,1
1704,FIR/2023/KA01/00873,171,3,2023-03-18,2023,3,under_investigation,Complainant robbed at Kibe Marg by 3 armed persons.,,Male,5,12.836850041402538,77.52025244415063,0,0,0
1705,FIR/2023/KA01/00874,15,10,2023-11-21,2023,11,under_investigation,FIR registered for Sexual Harassment at Basak Nagar.,30.0,Other,3,12.9434134754537,77.65149776322315,0,0,0
1706,FIR/2022/KA01/00875,54,31,2022-02-28,2022,2,pending_trial,FIR registered for Criminal Intimidation at Soman.,,Other,5,12.969486124333507,77.46711278685453,0,0,1
1707,FIR/2024/KA01/00876,47,2,2024-01-20,2024,1,chargesheeted,FIR registered for House Breaking & Theft at Dubey.,46.0,Male,2,13.075887373629124,77.4458668688192,0,0,1
1708,FIR/2022/KA01/00877,153,17,2022-06-27,2022,6,closed,FIR registered for Cyber Crime - Identity Theft at Chakraborty Path.,22.0,Female,3,13.106146636286537,77.59808952223122,1,0,1
1709,FIR/2024/KA01/00878,13,13,2024-04-20,2024,4,registered,FIR registered for Criminal Breach of Trust at Dugar Ganj.,66.0,Male,5,13.121933478161345,77.6865737512065,0,1,0
1710,FIR/2023/KA23/00016,896,1,2023-05-27,2023,5,chargesheeted,Complaint received regarding theft of mobile phone worth Rs.315318.,18.0,Other,1,12.794982880916205,77.31820570757024,0,0,1
1711,FIR/2024/KA25/00025,966,12,2024-09-05,2024,9,chargesheeted,Accused cheated complainant of Rs.172966 through false promises.,25.0,Other,4,17.913500138210935,77.6129087160455,0,1,1
1712,FIR/2024/KA01/00879,48,33,2024-07-28,2024,7,under_investigation,FIR registered for Road Accident Death at Bhasin Nagar.,,Other,3,12.95635476682777,77.59330856602904,0,0,0
1713,FIR/2023/KA27/00052,1023,21,2023-05-14,2023,5,under_investigation,FIR registered for Dowry Prohibition Act at Dube Path.,61.0,Male,2,16.142013551581428,75.76079036218877,0,0,0
1714,FIR/2023/KA27/00053,1017,8,2023-07-04,2023,7,registered,Victim reported sexual assault incident at Chhabra Circle. Medical examination conducted.,45.0,Female,2,16.25502364950277,75.61458764745186,0,0,0
1715,FIR/2024/KA11/00052,522,25,2024-07-12,2024,7,under_investigation,FIR registered for Arms Act at Sura Street.,47.0,Female,4,15.144918355962876,76.79648535160369,0,0,0
1716,FIR/2024/KA01/00880,74,27,2024-07-25,2024,7,registered,FIR registered for Hurt/Grievous Hurt at Nadig Ganj.,29.0,Other,1,12.939054578175261,77.48043698026746,0,0,0
1717,FIR/2023/KA01/00881,23,12,2023-02-16,2023,2,under_investigation,Accused cheated complainant of Rs.57474 through false promises.,,Male,4,12.868277902287332,77.67068227731562,0,1,0
1718,FIR/2024/KA01/00882,110,31,2024-03-10,2024,3,chargesheeted,FIR registered for Criminal Intimidation at Hans Chowk.,32.0,Female,3,13.083106348236171,77.61994676364975,0,0,1
1719,FIR/2023/KA11/00053,546,34,2023-08-06,2023,8,under_investigation,FIR registered for Immoral Traffic Act at Purohit Nagar.,50.0,Female,5,15.091959136942098,77.04161090431238,0,0,0
1720,FIR/2024/KA15/00015,699,12,2024-01-06,2024,1,under_investigation,Accused cheated complainant of Rs.410123 through false promises.,42.0,Male,4,15.47286647639746,75.47692649753644,0,1,0
1721,FIR/2022/KA01/00883,65,35,2022-12-15,2022,12,under_investigation,FIR registered for SC/ST Atrocities Act at Baral Road.,,Male,1,12.984762804824264,77.4507494607525,0,0,0
1722,FIR/2023/KA01/00884,117,24,2023-06-21,2023,6,closed,FIR registered for NDPS Act at Sarma Chowk.,43.0,Other,3,12.855184233349705,77.46967319483602,0,0,1
1723,FIR/2024/KA07/00014,372,13,2024-10-01,2024,10,closed,FIR registered for Criminal Breach of Trust at Menon Circle.,22.0,Female,4,13.221570437998034,74.84105315012313,0,1,1
1724,FIR/2023/KA01/00885,82,1,2023-11-21,2023,11,under_investigation,Complaint received regarding theft of mobile phone worth Rs.158930.,51.0,Female,3,12.93716414670069,77.50965317353277,0,0,0
1725,FIR/2023/KA01/00886,171,2,2023-12-13,2023,12,under_investigation,FIR registered for House Breaking & Theft at Grover Ganj.,34.0,Female,4,12.834770944169353,77.52615256446614,0,0,0
1726,FIR/2023/KA01/00887,144,1,2023-04-13,2023,4,chargesheeted,Complaint received regarding theft of mobile phone worth Rs.197803.,23.0,Other,3,12.970669056936957,77.55571179250745,0,0,1
1727,FIR/2023/KA23/00017,893,2,2023-10-02,2023,10,pending_trial,FIR registered for House Breaking & Theft at Sidhu Path.,28.0,Other,1,12.830865718962988,77.33573292772606,0,0,1
1728,FIR/2024/KA10/00064,473,12,2024-06-02,2024,6,chargesheeted,Accused cheated complainant of Rs.206881 through false promises.,33.0,Female,4,13.319186950668543,77.18660518696727,0,1,1
1729,FIR/2022/KA01/00888,148,16,2022-06-02,2022,6,under_investigation,Victim lost Rs.237892 through online fraud/UPI scam.,55.0,Other,2,13.094934961121037,77.50026232186217,1,0,0
1730,FIR/2022/KA11/00054,509,21,2022-11-15,2022,11,chargesheeted,FIR registered for Dowry Prohibition Act at Sengupta Street.,68.0,Male,5,15.23349363833941,76.84489545569768,0,0,1
1731,FIR/2023/KA01/00889,133,34,2023-03-14,2023,3,under_investigation,FIR registered for Immoral Traffic Act at Lall Road.,57.0,Male,5,12.959461878476883,77.46916170901152,0,0,0
1732,FIR/2024/KA01/00890,180,30,2024-07-11,2024,7,under_investigation,FIR registered for Extortion at Peri Circle.,66.0,Male,5,12.831843401557311,77.45314519711296,0,0,0
1733,FIR/2024/KA06/00045,319,27,2024-03-23,2024,3,chargesheeted,FIR registered for Hurt/Grievous Hurt at Acharya Chowk.,19.0,Other,3,12.785249798662857,74.93534121863587,0,0,1
1734,FIR/2023/KA01/00891,164,14,2023-01-28,2023,1,chargesheeted,FIR registered for Forgery at Raghavan Circle.,25.0,Other,4,12.887625308177459,77.58575746786227,0,1,1
1735,FIR/2022/KA29/00034,1076,22,2022-09-14,2022,9,closed,FIR registered for POCSO Act at Bahl Street.,46.0,Male,4,14.507857166293958,75.96730976092736,0,0,1
1736,FIR/2022/KA20/00038,842,14,2022-01-25,2022,1,registered,FIR registered for Forgery at Patla.,69.0,Other,5,12.4714964540659,77.00722111581665,0,1,0
1737,FIR/2024/KA05/00056,275,12,2024-10-03,2024,10,chargesheeted,Accused cheated complainant of Rs.433029 through false promises.,53.0,Male,4,17.258237117043393,76.86419502015363,0,1,1
1738,FIR/2023/KA01/00892,74,27,2023-04-25,2023,4,closed,FIR registered for Hurt/Grievous Hurt at Bhatnagar Path.,18.0,Other,4,12.939197341299074,77.45755543906961,0,0,1
1739,FIR/2023/KA01/00893,20,20,2023-05-06,2023,5,under_investigation,FIR registered for Dowry Death at Ram Circle.,62.0,Other,5,12.9237145297971,77.5315167399242,0,0,0
1740,FIR/2024/KA01/00894,105,13,2024-02-22,2024,2,closed,FIR registered for Criminal Breach of Trust at Viswanathan Ganj.,40.0,Other,5,13.061846790890023,77.50169664613664,0,1,1
1741,FIR/2022/KA01/00895,110,2,2022-07-20,2022,7,under_investigation,FIR registered for House Breaking & Theft at Dube Chowk.,41.0,Female,5,13.093662077622653,77.64759760033255,0,0,0
1742,FIR/2023/KA01/00896,107,26,2023-05-08,2023,5,chargesheeted,FIR registered for Riots at Mandal.,33.0,Male,2,12.87030040006434,77.7223635132918,0,0,1
1743,FIR/2023/KA01/00897,82,2,2023-12-03,2023,12,chargesheeted,FIR registered for House Breaking & Theft at Rout Path.,73.0,Male,4,12.95403370745495,77.54575792632511,0,0,1
1744,FIR/2024/KA27/00054,1020,10,2024-05-22,2024,5,under_investigation,FIR registered for Sexual Harassment at Choudhry Path.,59.0,Female,5,16.1608453228291,75.68810479109034,0,0,0
1745,FIR/2024/KA01/00898,174,2,2024-11-17,2024,11,under_investigation,FIR registered for House Breaking & Theft at Virk Zila.,25.0,Female,1,12.975200630091393,77.55568006143405,0,0,0
1746,FIR/2024/KA01/00899,166,22,2024-07-21,2024,7,under_investigation,FIR registered for POCSO Act at Bassi Zila.,50.0,Other,5,12.900361818793531,77.59648987539596,0,0,0
1747,FIR/2024/KA01/00900,18,1,2024-02-15,2024,2,under_investigation,Complaint received regarding theft of two-wheeler worth Rs.282186.,44.0,Other,2,13.019651279565728,77.62250076862811,0,0,0
1748,FIR/2022/KA01/00901,102,2,2022-05-27,2022,5,chargesheeted,FIR registered for House Breaking & Theft at Jaggi Nagar.,51.0,Other,5,13.022100632828616,77.61608337883095,0,0,1
1749,FIR/2022/KA01/00902,8,25,2022-03-21,2022,3,chargesheeted,FIR registered for Arms Act at Sunder Zila.,18.0,Female,5,12.856840918609242,77.48238429390425,0,0,1
1750,FIR/2023/KA01/00903,168,18,2023-07-28,2023,7,under_investigation,FIR registered for Cyber Crime - Hacking at Chaudhary Ganj.,53.0,Male,5,12.973675755202493,77.58025772322468,1,0,0
1751,FIR/2022/KA01/00904,10,26,2022-10-04,2022,10,chargesheeted,FIR registered for Riots at Rama Nagar.,75.0,Female,3,13.104307939985498,77.55120254287573,0,0,1
1752,FIR/2023/KA13/00037,618,29,2023-10-13,2023,10,chargesheeted,FIR registered for Mischief at Vora Chowk.,51.0,Other,4,16.26383661042579,77.41461291959985,0,0,1
1753,FIR/2023/KA04/00044,251,14,2023-01-24,2023,1,closed,FIR registered for Forgery at Kunda.,41.0,Male,4,15.910660830175688,74.48817367515959,0,1,1
1754,FIR/2023/KA23/00018,903,29,2023-03-08,2023,3,chargesheeted,FIR registered for Mischief at Peri Nagar.,35.0,Other,4,12.696844762074148,77.25629749581351,0,0,1
1755,FIR/2024/KA08/00029,387,33,2024-12-02,2024,12,under_investigation,FIR registered for Road Accident Death at Bobal Ganj.,,Female,2,12.947822305111362,75.96124330455199,0,0,0
1756,FIR/2022/KA02/00018,187,13,2022-12-10,2022,12,registered,FIR registered for Criminal Breach of Trust at Joshi Nagar.,66.0,Male,5,13.213158101167087,77.61542891394163,0,1,0
1757,FIR/2023/KA28/00019,1059,1,2023-05-22,2023,5,registered,Complaint received regarding theft of two-wheeler worth Rs.463072.,35.0,Other,5,14.661315807870047,74.76705912688134,0,0,0
1758,FIR/2023/KA01/00905,102,8,2023-12-19,2023,12,chargesheeted,Victim reported sexual assault incident at Bhat Chowk. Medical examination conducted.,63.0,Female,4,12.989553806424338,77.58593042061541,0,0,1
1759,FIR/2023/KA31/00012,1146,1,2023-03-08,2023,3,under_investigation,Complaint received regarding theft of laptop worth Rs.216409.,57.0,Other,4,11.94669015233508,77.06036260618488,0,0,0
1760,FIR/2023/KA01/00906,30,2,2023-06-19,2023,6,under_investigation,FIR registered for House Breaking & Theft at Bhardwaj Path.,21.0,Female,2,13.051056287946116,77.67065806357876,0,0,0
1761,FIR/2023/KA02/00019,193,6,2023-03-14,2023,3,chargesheeted,FIR registered for Attempt to Murder at Lata.,22.0,Female,5,13.257179275341565,77.49945482853613,0,0,1
1762,FIR/2024/KA01/00907,32,9,2024-06-13,2024,6,chargesheeted,FIR registered for Assault on Women at Baria Circle.,65.0,Other,5,12.89053493370704,77.58760065063079,0,0,1
1763,FIR/2023/KA27/00055,1029,10,2023-09-24,2023,9,chargesheeted,FIR registered for Sexual Harassment at Modi Zila.,46.0,Other,2,16.089335757706515,75.6918835582896,0,0,1
1764,FIR/2024/KA25/00026,959,1,2024-01-10,2024,1,under_investigation,Complaint received regarding theft of gold chain worth Rs.280351.,,Female,5,17.912848938789075,77.65701282584838,0,0,0
1765,FIR/2022/KA27/00056,1036,1,2022-04-20,2022,4,chargesheeted,Complaint received regarding theft of two-wheeler worth Rs.405784.,26.0,Female,1,16.229877238457565,75.71949119270066,0,0,1
1766,FIR/2022/KA28/00020,1063,16,2022-05-10,2022,5,registered,Victim lost Rs.492559 through online fraud/UPI scam.,57.0,Other,1,14.949903361094119,74.57232138671124,1,0,0
1767,FIR/2024/KA01/00908,93,13,2024-11-22,2024,11,under_investigation,FIR registered for Criminal Breach of Trust at Rajan Circle.,54.0,Male,2,13.072839759915771,77.66849230713967,0,1,0
1768,FIR/2023/KA12/00045,570,31,2023-09-26,2023,9,chargesheeted,FIR registered for Criminal Intimidation at Hans Ganj.,55.0,Other,5,16.75409014959372,75.6521679996388,0,0,1
1769,FIR/2023/KA04/00045,256,16,2023-11-13,2023,11,under_investigation,Victim lost Rs.160635 through online fraud/UPI scam.,63.0,Other,2,15.905476448179778,74.5848580581784,1,0,0
1770,FIR/2024/KA01/00909,61,34,2024-06-27,2024,6,under_investigation,FIR registered for Immoral Traffic Act at Gola.,45.0,Other,1,13.035472410222791,77.65419275118265,0,0,0
1771,FIR/2022/KA01/00910,179,18,2022-10-13,2022,10,under_investigation,FIR registered for Cyber Crime - Hacking at Sagar Circle.,72.0,Female,4,12.876789924381407,77.46401887002835,1,0,0
1772,FIR/2023/KA04/00046,265,22,2023-02-16,2023,2,chargesheeted,FIR registered for POCSO Act at Parmar Zila.,44.0,Female,1,15.80569989185947,74.6060435373046,0,0,1
1773,FIR/2023/KA30/00015,1121,18,2023-06-16,2023,6,under_investigation,FIR registered for Cyber Crime - Hacking at Sane Chowk.,68.0,Female,4,15.43863109952322,76.47786184999234,1,0,0
1774,FIR/2023/KA13/00038,636,2,2023-06-08,2023,6,pending_trial,FIR registered for House Breaking & Theft at Ganesan Zila.,24.0,Male,1,16.18951502558726,77.32531972323312,0,0,1
1775,FIR/2024/KA01/00911,125,12,2024-11-06,2024,11,registered,Accused cheated complainant of Rs.37563 through false promises.,66.0,Other,2,13.066814927221833,77.56323651014728,0,1,0
1776,FIR/2023/KA01/00912,174,27,2023-06-27,2023,6,chargesheeted,FIR registered for Hurt/Grievous Hurt at Nazareth Circle.,51.0,Female,2,12.946122687976487,77.51819959120401,0,0,1
1777,FIR/2022/KA01/00913,123,27,2022-05-24,2022,5,under_investigation,FIR registered for Hurt/Grievous Hurt at Walla Street.,46.0,Female,5,13.101198348680521,77.49219722897307,0,0,0
1778,FIR/2022/KA01/00914,81,16,2022-08-14,2022,8,registered,Victim lost Rs.223094 through online fraud/UPI scam.,38.0,Male,1,12.904609128794712,77.7158654412887,1,0,0
1779,FIR/2023/KA01/00915,4,19,2023-06-03,2023,6,closed,FIR registered for Cyber Crime - Phishing at Murty Path.,62.0,Other,3,12.813154136812246,77.51205406078162,1,0,1
1780,FIR/2023/KA01/00916,160,20,2023-11-06,2023,11,closed,FIR registered for Dowry Death at Nair Circle.,42.0,Male,3,12.94100357614619,77.50305472205395,0,0,1
1781,FIR/2023/KA20/00039,842,1,2023-09-26,2023,9,under_investigation,Complaint received regarding theft of mobile phone worth Rs.185519.,23.0,Other,1,12.47724243782401,77.0071487125475,0,0,0
1782,FIR/2024/KA21/00025,852,17,2024-05-09,2024,5,chargesheeted,FIR registered for Cyber Crime - Identity Theft at Naik Marg.,60.0,Male,4,13.132774640346591,78.12615987733903,1,0,1
1783,FIR/2023/KA01/00917,134,1,2023-08-01,2023,8,registered,Complaint received regarding theft of mobile phone worth Rs.313193.,69.0,Male,3,13.085809328716751,77.61229432943881,0,0,0
1784,FIR/2022/KA01/00918,142,28,2022-09-09,2022,9,pending_trial,FIR registered for Criminal Trespass at Kala.,69.0,Other,1,13.027738904896083,77.4733266540323,0,0,1
1785,FIR/2022/KA29/00035,1076,15,2022-07-25,2022,7,under_investigation,FIR registered for Counterfeiting at Kumar Marg.,52.0,Other,4,14.519606708274758,75.97098504763447,0,1,0
1786,FIR/2024/KA01/00919,125,30,2024-12-24,2024,12,registered,FIR registered for Extortion at Sethi Path.,38.0,Male,5,13.056087580769642,77.56099372096098,0,0,0
1787,FIR/2023/KA01/00920,160,9,2023-07-10,2023,7,chargesheeted,FIR registered for Assault on Women at Ranganathan Chowk.,39.0,Other,4,12.944808046028163,77.4727167508611,0,0,1
1788,FIR/2024/KA11/00055,504,8,2024-04-20,2024,4,pending_trial,Victim reported sexual assault incident at Banerjee Nagar. Medical examination conducted.,50.0,Male,4,15.211162280397705,76.84340856501814,0,0,1
1789,FIR/2023/KA01/00921,19,1,2023-10-18,2023,10,chargesheeted,Complaint received regarding theft of mobile phone worth Rs.317780.,,Other,1,13.056073408055333,77.46598634605165,0,0,1
1790,FIR/2023/KA01/00922,127,9,2023-09-27,2023,9,chargesheeted,FIR registered for Assault on Women at Deshmukh Circle.,,Male,2,12.881777274900733,77.69819089262899,0,0,1
1791,FIR/2023/KA01/00923,116,2,2023-02-11,2023,2,chargesheeted,FIR registered for House Breaking & Theft at Ahuja Road.,69.0,Female,2,13.034399828883808,77.63121119495518,0,0,1
1792,FIR/2023/KA29/00036,1090,12,2023-10-21,2023,10,under_investigation,Accused cheated complainant of Rs.243457 through false promises.,38.0,Male,5,14.48124935317945,75.97772882214183,0,1,0
1793,FIR/2022/KA05/00057,311,31,2022-08-16,2022,8,pending_trial,FIR registered for Criminal Intimidation at Murty Ganj.,64.0,Other,1,17.258063728357023,76.8884768439409,0,0,1
1794,FIR/2023/KA10/00065,495,23,2023-11-25,2023,11,under_investigation,FIR registered for Domestic Violence at Majumdar Nagar.,36.0,Female,1,13.277770970701214,77.12131779752438,0,0,0
1795,FIR/2022/KA01/00924,32,21,2022-12-08,2022,12,chargesheeted,FIR registered for Dowry Prohibition Act at Vaidya Circle.,44.0,Male,4,12.887809079200803,77.58784467441627,0,0,1
1796,FIR/2022/KA06/00046,342,24,2022-10-13,2022,10,pending_trial,FIR registered for NDPS Act at Dubey Circle.,42.0,Male,5,12.936868274581565,74.91925459503591,0,0,1
1797,FIR/2024/KA19/00004,799,1,2024-08-27,2024,8,chargesheeted,Complaint received regarding theft of laptop worth Rs.8113.,51.0,Female,1,12.280434764014759,75.73900203524991,0,0,1
1798,FIR/2022/KA01/00925,166,3,2022-07-08,2022,7,registered,Complainant robbed at Parekh Chowk by 4 armed persons.,41.0,Male,2,12.92834136141053,77.60634897709163,0,0,0
1799,FIR/2022/KA28/00021,1045,1,2022-02-21,2022,2,chargesheeted,Complaint received regarding theft of gold chain worth Rs.444049.,55.0,Male,1,14.813043244280921,74.77151366648596,0,0,1
1800,FIR/2023/KA01/00926,125,19,2023-10-04,2023,10,pending_trial,FIR registered for Cyber Crime - Phishing at Peri Road.,27.0,Female,2,13.029107219209765,77.56786369282285,1,0,1
1801,FIR/2022/KA01/00927,46,9,2022-03-23,2022,3,under_investigation,FIR registered for Assault on Women at Krish.,62.0,Other,3,13.023202608640155,77.4467465561905,0,0,0
1802,FIR/2024/KA01/00928,77,12,2024-11-27,2024,11,under_investigation,Accused cheated complainant of Rs.26841 through false promises.,52.0,Female,1,13.052052917791082,77.55309432320244,0,1,0
1803,FIR/2023/KA01/00929,78,12,2023-06-27,2023,6,pending_trial,Accused cheated complainant of Rs.351861 through false promises.,35.0,Other,5,13.10311077117284,77.5056937898776,0,1,1
1804,FIR/2024/KA29/00037,1093,4,2024-05-24,2024,5,chargesheeted,FIR registered for Dacoity at Ratta.,32.0,Other,1,14.589695228905867,75.97322759935672,0,0,1
1805,FIR/2023/KA01/00930,87,1,2023-09-04,2023,9,chargesheeted,Complaint received regarding theft of cash worth Rs.209099.,51.0,Male,3,12.849601600967576,77.56780572976679,0,0,1
1806,FIR/2024/KA01/00931,96,16,2024-06-13,2024,6,pending_trial,Victim lost Rs.459534 through online fraud/UPI scam.,61.0,Female,2,13.052694918861546,77.71065824042721,1,0,1
1807,FIR/2023/KA20/00040,833,28,2023-01-11,2023,1,chargesheeted,FIR registered for Criminal Trespass at Ghose Chowk.,44.0,Male,4,12.616663258211714,76.9077288769024,0,0,1
1808,FIR/2022/KA11/00056,503,9,2022-07-01,2022,7,chargesheeted,FIR registered for Assault on Women at Chandran Chowk.,75.0,Female,1,15.254550273138028,76.97438377858488,0,0,1
1809,FIR/2023/KA11/00057,523,1,2023-02-12,2023,2,chargesheeted,Complaint received regarding theft of mobile phone worth Rs.42227.,61.0,Male,1,15.281554763129234,76.92181162965329,0,0,1
1810,FIR/2024/KA01/00932,119,22,2024-11-03,2024,11,under_investigation,FIR registered for POCSO Act at Raj Nagar.,,Other,4,13.039987264440846,77.55473078722648,0,0,0
1811,FIR/2023/KA01/00933,110,27,2023-03-09,2023,3,under_investigation,FIR registered for Hurt/Grievous Hurt at Bhalla Zila.,54.0,Female,1,13.100828207632834,77.6479991667381,0,0,0
1812,FIR/2024/KA01/00934,161,23,2024-12-24,2024,12,under_investigation,FIR registered for Domestic Violence at Pall Path.,47.0,Other,1,13.104014716201151,77.52403440032099,0,0,0
1813,FIR/2024/KA30/00016,1114,3,2024-10-24,2024,10,registered,Complainant robbed at Saha Marg by 4 armed persons.,65.0,Female,4,15.329653458098056,76.45168840771117,0,0,0
1814,FIR/2022/KA07/00015,376,32,2022-07-04,2022,7,chargesheeted,FIR registered for Missing Person at Karan Zila.,49.0,Female,5,13.282140242744681,74.83656454480685,0,0,1
1815,FIR/2022/KA13/00039,600,17,2022-01-12,2022,1,chargesheeted,FIR registered for Cyber Crime - Identity Theft at Apte.,65.0,Other,4,16.309983598760738,77.2320575545401,1,0,1
1816,FIR/2023/KA01/00935,171,10,2023-02-18,2023,2,under_investigation,FIR registered for Sexual Harassment at Bhagat Marg.,28.0,Male,5,12.843911228157188,77.51063375635584,0,0,0
1817,FIR/2024/KA23/00019,908,17,2024-04-07,2024,4,closed,FIR registered for Cyber Crime - Identity Theft at Viswanathan Road.,61.0,Male,2,12.67700589639851,77.22806943919328,1,0,1
1818,FIR/2022/KA03/00022,218,1,2022-05-09,2022,5,registered,Complaint received regarding theft of cash worth Rs.488162.,66.0,Male,4,12.285587852810114,76.57264078085308,0,0,0
1819,FIR/2022/KA01/00936,177,9,2022-08-13,2022,8,chargesheeted,FIR registered for Assault on Women at Doctor Circle.,46.0,Female,2,13.043853978543357,77.74594634458478,0,0,1
1820,FIR/2022/KA01/00937,181,10,2022-04-24,2022,4,chargesheeted,FIR registered for Sexual Harassment at Thakkar Path.,,Male,2,12.840351643527756,77.68889482927709,0,0,1
1821,FIR/2024/KA01/00938,167,1,2024-12-01,2024,12,registered,Complaint received regarding theft of cash worth Rs.104037.,29.0,Other,3,12.91543540324709,77.69719271273277,0,0,0
1822,FIR/2022/KA21/00026,851,22,2022-05-16,2022,5,chargesheeted,FIR registered for POCSO Act at Ramaswamy Nagar.,18.0,Other,4,13.063712976980888,78.04330728486384,0,0,1
1823,FIR/2024/KA14/00039,643,27,2024-02-11,2024,2,closed,FIR registered for Hurt/Grievous Hurt at Thaman Chowk.,,Female,3,15.471386700375197,75.15129004743473,0,0,1
1824,FIR/2024/KA01/00939,41,19,2024-10-03,2024,10,under_investigation,FIR registered for Cyber Crime - Phishing at Kapadia Zila.,,Female,3,13.102717253000097,77.56007876355785,1,0,0
1825,FIR/2023/KA05/00058,312,19,2023-03-06,2023,3,closed,FIR registered for Cyber Crime - Phishing at Mann Marg.,49.0,Female,4,17.283408485152467,76.8393300813184,1,0,1
1826,FIR/2024/KA04/00047,240,1,2024-02-14,2024,2,closed,Complaint received regarding theft of cash worth Rs.371919.,43.0,Female,4,15.751262086029264,74.5651262002906,0,0,1
1827,FIR/2023/KA01/00940,30,12,2023-01-07,2023,1,chargesheeted,Accused cheated complainant of Rs.129801 through false promises.,39.0,Other,3,13.033641628714056,77.67531693445805,0,1,1
1828,FIR/2024/KA04/00048,268,1,2024-05-05,2024,5,chargesheeted,Complaint received regarding theft of mobile phone worth Rs.386642.,68.0,Other,3,15.81854998313166,74.57019605690057,0,0,1
1829,FIR/2022/KA14/00040,679,2,2022-08-09,2022,8,registered,FIR registered for House Breaking & Theft at Bawa.,45.0,Female,4,15.455622804133908,75.13631498616922,0,0,0
1830,FIR/2023/KA01/00941,53,29,2023-01-27,2023,1,pending_trial,FIR registered for Mischief at Rastogi Circle.,43.0,Male,5,12.929885389469062,77.69737520707866,0,0,1
1831,FIR/2024/KA01/00942,168,1,2024-07-26,2024,7,under_investigation,Complaint received regarding theft of laptop worth Rs.387168.,46.0,Female,3,12.99213750435236,77.60541555493707,0,0,0
1832,FIR/2024/KA21/00027,852,27,2024-04-04,2024,4,chargesheeted,FIR registered for Hurt/Grievous Hurt at Thaker Marg.,71.0,Other,3,13.164583541880267,78.13041027679992,0,0,1
1833,FIR/2022/KA01/00943,27,1,2022-02-09,2022,2,chargesheeted,Complaint received regarding theft of cash worth Rs.229001.,57.0,Female,3,13.006312241735332,77.6148068258139,0,0,1
1834,FIR/2022/KA01/00944,93,1,2022-12-26,2022,12,chargesheeted,Complaint received regarding theft of two-wheeler worth Rs.436775.,45.0,Female,2,13.065921359393771,77.69763706244899,0,0,1
1835,FIR/2023/KA01/00945,139,35,2023-10-09,2023,10,closed,FIR registered for SC/ST Atrocities Act at Hora Circle.,53.0,Other,5,12.979516263278876,77.5442421933302,0,0,1
1836,FIR/2022/KA18/00009,771,22,2022-02-11,2022,2,chargesheeted,FIR registered for POCSO Act at Rana Chowk.,19.0,Male,1,13.3173660999008,75.85880920095782,0,0,1
1837,FIR/2024/KA12/00046,574,8,2024-12-23,2024,12,pending_trial,Victim reported sexual assault incident at Hayre. Medical examination conducted.,51.0,Other,3,16.89919687304786,75.61711184850593,0,0,1
1838,FIR/2022/KA01/00946,123,7,2022-11-06,2022,11,under_investigation,FIR registered for Culpable Homicide at Viswanathan Circle.,,Other,5,13.097895219943686,77.49736773720706,0,0,0
1839,FIR/2022/KA01/00947,101,33,2022-03-07,2022,3,chargesheeted,FIR registered for Road Accident Death at Kibe Ganj.,,Other,5,13.019472244952626,77.53991092392403,0,0,1
1840,FIR/2024/KA11/00058,516,23,2024-07-17,2024,7,registered,FIR registered for Domestic Violence at Lata Zila.,34.0,Other,3,15.085945562049014,76.90640654522288,0,0,0
