link_id,fir_id,criminal_id,role
1364,3739,510,accused
1365,1794,130,accused
1366,208,661,accused
1367,208,985,accused
1368,208,851,accused
1369,5294,706,accused
1370,5294,403,accused
1371,5294,1084,accused
1372,686,671,accused
1373,686,769,accused
1374,686,259,accused
1375,4224,711,accused
1376,4224,170,accused
1377,4224,955,accused
1378,684,204,accused
1379,684,1114,accused
1380,684,1193,accused
1381,5480,779,accused
1382,4871,750,accused
1383,4871,845,accused
1384,4871,1050,accused
1385,2368,1165,accused
1386,2368,788,accused
1387,1166,415,accused
1388,1166,953,accused
1389,1166,743,accused
1390,2294,67,accused
1391,2294,1061,accused
1392,897,836,accused
1393,897,894,accused
1394,5393,787,accused
1395,5393,646,accused
1396,3583,623,accused
1397,3583,1077,accused
1398,3583,975,accused
1399,1855,776,accused
1400,1855,551,accused
1401,1855,1068,accused
1402,2919,733,accused
1403,4033,1036,accused
1404,3036,285,accused
1405,3036,769,accused
1406,1319,514,accused
1407,1319,602,accused
1408,1126,104,accused
1409,4976,660,accused
1410,4976,1185,accused
1411,4164,1133,accused
1412,4164,1072,accused
1413,1867,458,accused
1414,5368,622,accused
1415,5368,826,accused
1416,256,1104,accused
1417,1806,34,accused
1418,4015,934,accused
1419,4015,74,accused
1420,2145,514,accused
1421,2145,449,accused
1422,4483,966,accused
1423,296,344,accused
1424,296,827,accused
1425,296,202,accused
1426,218,1104,accused
1427,1444,668,accused
1428,1444,896,accused
1429,1444,124,accused
1430,1889,487,accused
1431,1889,371,accused
1432,5200,629,accused
1433,3627,492,accused
1434,3627,819,accused
1435,3595,524,accused
1436,3595,98,accused
1437,3595,168,accused
1438,4372,977,accused
1439,4372,439,accused
1440,4372,245,accused
1441,3013,107,accused
1442,680,291,accused
1443,2258,233,accused
1444,2258,808,accused
1445,2864,1001,accused
1446,2815,196,accused
1447,2815,457,accused
1448,4965,923,accused
1449,4965,497,accused
1450,4965,459,accused
1451,2554,33,accused
1452,2554,688,accused
1453,2328,656,accused
1454,2328,596,accused
1455,2328,895,accused
1456,2240,286,accused
1457,2240,786,accused
1458,2240,880,accused
1459,2507,1191,accused
1460,1155,870,accused
1461,1155,771,accused
1462,1155,457,accused
1463,3796,826,accused
1464,3796,166,accused
1465,3796,1083,accused
1466,1823,418,accused
1467,1823,432,accused
1468,1823,1028,accused
1469,4008,358,accused
1470,4008,304,accused
1471,4008,1081,accused
1472,1203,648,accused
1473,3510,840,accused
1474,3510,44,accused
1475,3510,401,accused
1476,4606,939,accused
1477,5037,510,accused
1478,5037,798,accused
1479,5037,231,accused
1480,1341,446,accused
1481,1894,1123,accused
1482,5392,573,accused
1483,5392,1195,accused
1484,5392,905,accused
1485,2079,690,accused
1486,2079,324,accused
1487,4367,700,accused
1488,5034,310,accused
1489,5034,713,accused
1490,5034,44,accused
1491,1662,156,accused
1492,1662,461,accused
1493,3975,491,accused
1494,2892,33,accused
1495,3047,139,accused
1496,3047,1069,accused
1497,3047,1161,accused
1498,3666,640,accused
1499,3666,598,accused
1500,4818,172,accused
1501,5497,465,accused
1502,5497,454,accused
1503,4435,1148,accused
1504,4435,460,accused
1505,4435,388,accused
1506,2788,994,accused
1507,2788,818,accused
1508,2788,260,accused
1509,757,27,accused
1510,1900,1081,accused
1511,1605,1093,accused
1512,626,794,accused
1513,626,614,accused
1514,626,684,accused
1515,4959,128,accused
1516,4959,506,accused
1517,4959,107,accused
1518,3190,1179,accused
1519,2703,120,accused
1520,2703,687,accused
1521,2703,294,accused
1522,1767,782,accused
1523,1767,57,accused
1524,1767,787,accused
1525,933,297,accused
1526,933,230,accused
1527,1189,638,accused
1528,1189,967,accused
1529,1189,285,accused
1530,3442,434,accused
1531,3442,623,accused
1532,2067,1105,accused
1533,2838,901,accused
1534,2838,1017,accused
1535,2838,306,accused
1536,3124,694,accused
1537,3124,407,accused
1538,3099,1126,accused
1539,3099,996,accused
1540,3099,114,accused
1541,3644,614,accused
1542,3644,257,accused
1543,2884,34,accused
1544,3631,419,accused
1545,3631,223,accused
1546,3631,814,accused
1547,287,409,accused
1548,287,1021,accused
1549,287,1181,accused
1550,2903,501,accused
1551,2903,618,accused
1552,2903,274,accused
1553,3914,60,accused
1554,3914,675,accused
1555,3914,842,accused
1556,5485,935,accused
1557,5485,460,accused
1558,4845,352,accused
1559,4845,812,accused
1560,4902,796,accused
1561,4902,723,accused
1562,2963,1105,accused
1563,712,79,accused
1564,5085,19,accused
1565,1828,891,accused
1566,1885,681,accused
1567,1885,224,accused
1568,1885,5,accused
1569,1856,414,accused
1570,5470,7,accused
1571,5470,96,accused
1572,5470,1143,accused
1573,2999,810,accused
1574,2999,556,accused
1575,2999,858,accused
1576,3240,856,accused
1577,1368,267,accused
1578,1368,20,accused
1579,4754,683,accused
1580,4754,539,accused
1581,2759,1019,accused
1582,141,1187,accused
1583,141,1016,accused
1584,141,533,accused
1585,1003,949,accused
1586,1687,218,accused
1587,1687,893,accused
1588,2747,935,accused
1589,2747,720,accused
1590,2747,446,accused
1591,4515,878,accused
1592,4515,668,accused
1593,2500,608,accused
1594,928,767,accused
1595,928,776,accused
1596,451,226,accused
1597,1989,1148,accused
1598,1989,1137,accused
1599,2134,1135,accused
1600,2134,1048,accused
1601,2134,529,accused
1602,682,1173,accused
1603,682,991,accused
1604,682,1143,accused
1605,640,1012,accused
1606,640,259,accused
1607,640,882,accused
1608,1909,730,accused
1609,3614,282,accused
1610,1578,1006,accused
1611,1578,374,accused
1612,1578,91,accused
1613,1138,629,accused
1614,194,79,accused
1615,194,312,accused
1616,194,716,accused
1617,1050,987,accused
1618,5282,1178,accused
1619,263,63,accused
1620,263,594,accused
1621,263,332,accused
1622,5118,1121,accused
1623,5118,93,accused
1624,5118,1111,accused
1625,5443,648,accused
1626,5443,485,accused
1627,1872,1,accused
1628,1872,1200,accused
1629,5062,1033,accused
1630,5062,675,accused
1631,1434,310,accused
1632,1434,545,accused
1633,1434,277,accused
1634,1033,310,accused
1635,3524,1081,accused
1636,323,1096,accused
1637,323,1066,accused
1638,323,177,accused
1639,3251,804,accused
1640,3251,866,accused
1641,5231,976,accused
1642,5231,550,accused
1643,3227,485,accused
1644,4558,1086,accused
1645,3391,639,accused
1646,3391,819,accused
1647,3451,415,accused
1648,1888,650,accused
1649,1888,619,accused
1650,1888,754,accused
1651,7,138,accused
1652,7,171,accused
1653,7,904,accused
1654,3938,525,accused
1655,136,146,accused
1656,136,745,accused
1657,136,395,accused
1658,3385,528,accused
1659,3385,686,accused
1660,2326,1110,accused
1661,4456,136,accused
1662,4722,1006,accused
1663,4785,274,accused
1664,4785,326,accused
1665,4785,20,accused
1666,1871,213,accused
1667,1871,737,accused
1668,4175,23,accused
1669,4175,120,accused
1670,3712,1050,accused
1671,3712,836,accused
1672,5486,721,accused
1673,5486,145,accused
1674,3517,597,accused
1675,3517,117,accused
1676,4594,590,accused
1677,4594,69,accused
1678,4594,106,accused
1679,808,590,accused
1680,808,603,accused
1681,1385,58,accused
1682,1385,862,accused
1683,2720,287,accused
1684,663,328,accused
1685,663,1097,accused
1686,663,1115,accused
1687,708,818,accused
1688,4961,582,accused
1689,4961,975,accused
1690,1055,1075,accused
1691,5114,318,accused
1692,5114,647,accused
1693,5114,659,accused
1694,4822,1130,accused
1695,4822,750,accused
1696,1701,648,accused
1697,1701,1148,accused
1698,1701,860,accused
1699,4310,407,accused
1700,4310,458,accused
1701,1557,1131,accused
1702,1557,384,accused
1703,4998,182,accused
1704,117,814,accused
1705,117,518,accused
1706,117,785,accused
1707,2006,706,accused
1708,2006,886,accused
1709,2006,1151,accused
1710,1200,279,accused
1711,1200,373,accused
1712,1200,635,accused
1713,3632,833,accused
1714,3632,1064,accused
1715,3632,66,accused
1716,3024,325,accused
1717,3024,992,accused
1718,1560,150,accused
1719,1560,389,accused
1720,1560,191,accused
1721,1053,857,accused
1722,1053,385,accused
1723,3184,865,accused
1724,3184,310,accused
1725,5072,889,accused
1726,4102,584,accused
1727,4948,546,accused
1728,4948,953,accused
1729,4948,376,accused
1730,1566,242,accused
1731,1566,217,accused
1732,1029,1197,accused
1733,1029,1095,accused
1734,1029,1023,accused
1735,5364,963,accused
1736,5364,179,accused
1737,670,512,accused
1738,670,415,accused
1739,670,456,accused
1740,5499,430,accused
1741,5499,1160,accused
1742,108,138,accused
1743,108,639,accused
1744,4640,747,accused
1745,4640,1184,accused
1746,2646,1016,accused
1747,2646,155,accused
1748,2646,1179,accused
1749,5263,560,accused
1750,5263,673,accused
1751,1652,805,accused
1752,1652,161,accused
1753,1652,540,accused
1754,1407,931,accused
1755,1943,173,accused
1756,1943,1041,accused
1757,3212,579,accused
1758,3212,787,accused
1759,580,667,accused
1760,580,506,accused
1761,801,436,accused
1762,801,648,accused
1763,4572,322,accused
1764,3091,995,accused
1765,3091,391,accused
1766,3115,667,accused
1767,3115,932,accused
1768,3115,370,accused
1769,2533,572,accused
1770,909,454,accused
1771,909,266,accused
1772,606,824,accused
1773,606,157,accused
1774,606,960,accused
1775,2777,455,accused
1776,2777,570,accused
1777,764,341,accused
1778,764,916,accused
1779,3157,205,accused
1780,3157,1060,accused
1781,3157,23,accused
1782,2404,541,accused
1783,2404,1007,accused
1784,2066,298,accused
1785,3383,485,accused
1786,3383,10,accused
1787,3383,288,accused
1788,2730,265,accused
1789,2730,51,accused
1790,2730,708,accused
1791,1207,505,accused
1792,1207,477,accused
1793,1207,801,accused
1794,1572,935,accused
1795,1572,315,accused
1796,3403,392,accused
1797,3403,91,accused
1798,3071,992,accused
1799,3071,602,accused
1800,3870,1126,accused
1801,3870,361,accused
1802,3870,841,accused
1803,4600,415,accused
1804,4901,934,accused
1805,4901,354,accused
1806,5129,614,accused
1807,5129,96,accused
1808,154,517,accused
1809,154,1104,accused
1810,5381,151,accused
1811,5381,851,accused
1812,5381,1040,accused
1813,4318,572,accused
1814,5413,1063,accused
1815,30,322,accused
1816,2309,933,accused
1817,2309,950,accused
1818,3731,345,accused
1819,3731,986,accused
1820,26,543,accused
1821,26,388,accused
1822,26,980,accused
1823,1632,964,accused
1824,1632,328,accused
1825,1632,553,accused
1826,1535,1027,accused
1827,5406,783,accused
1828,3410,679,accused
1829,3410,1119,accused
1830,5030,1171,accused
1831,106,221,accused
1832,106,876,accused
1833,106,610,accused
1834,5397,957,accused
1835,5397,465,accused
1836,4129,1138,accused
1837,4129,955,accused
1838,4353,554,accused
1839,4353,74,accused
1840,2508,443,accused
1841,2508,369,accused
1842,1555,707,accused
1843,1555,771,accused
1844,1555,1113,accused
1845,4660,482,accused
1846,4660,295,accused
1847,4660,284,accused
1848,1649,842,accused
1849,1649,39,accused
1850,1649,531,accused
1851,2191,1118,accused
1852,2191,246,accused
1853,2191,1159,accused
1854,3765,120,accused
1855,3765,664,accused
1856,5198,937,accused
1857,5198,735,accused
1858,5198,508,accused
1859,965,1112,accused
1860,176,1129,accused
1861,2992,1191,accused
1862,2992,67,accused
1863,1743,1000,accused
1864,1743,1076,accused
1865,1743,194,accused
1866,4242,289,accused
1867,4969,215,accused
1868,5370,835,accused
1869,5370,1024,accused
1870,5370,814,accused
1871,827,646,accused
1872,827,1068,accused
1873,827,511,accused
1874,5044,777,accused
1875,67,341,accused
1876,2548,915,accused
1877,2548,19,accused
1878,2548,818,accused
1879,2232,1189,accused
1880,2232,967,accused
1881,2232,1023,accused
1882,1322,68,accused
1883,1322,1091,accused
1884,4120,1186,accused
1885,4120,1036,accused
1886,1187,923,accused
1887,1187,897,accused
1888,1952,435,accused
1889,5286,110,accused
1890,5286,531,accused
1891,1021,793,accused
1892,1021,501,accused
1893,3534,180,accused
1894,273,770,accused
1895,273,146,accused
1896,700,940,accused
1897,171,373,accused
1898,4031,850,accused
1899,4031,915,accused
1900,4031,388,accused
1901,1215,533,accused
1902,1695,468,accused
1903,1695,987,accused
1904,1695,418,accused
1905,4356,306,accused
1906,4356,851,accused
1907,1405,213,accused
1908,1405,242,accused
1909,1405,1089,accused
1910,5232,1033,accused
1911,5232,114,accused
1912,1036,985,accused
1913,775,976,accused
1914,322,1119,accused
1915,322,27,accused
1916,322,1167,accused
1917,798,208,accused
1918,798,957,accused
1919,2965,48,accused
1920,816,610,accused
1921,816,474,accused
1922,816,665,accused
1923,47,972,accused
1924,47,460,accused
1925,47,25,accused
1926,5139,840,accused
1927,5139,655,accused
1928,5139,965,accused
1929,386,387,accused
1930,4016,298,accused
1931,4016,1016,accused
1932,4016,232,accused
1933,5330,741,accused
1934,5330,858,accused
1935,5330,398,accused
1936,2478,709,accused
1937,3950,737,accused
1938,3950,464,accused
1939,215,218,accused
1940,215,818,accused
1941,2307,217,accused
1942,2307,156,accused
1943,2307,973,accused
1944,1266,1067,accused
1945,276,198,accused
1946,276,923,accused
1947,3585,1160,accused
1948,3585,895,accused
1949,3585,267,accused
1950,3751,465,accused
1951,3321,845,accused
1952,3321,985,accused
1953,3321,220,accused
1954,3496,854,accused
1955,3496,153,accused
1956,3496,902,accused
1957,1975,189,accused
1958,841,824,accused
1959,272,787,accused
1960,272,914,accused
1961,414,11,accused
1962,414,27,accused
1963,414,204,accused
1964,5040,615,accused
1965,5040,951,accused
1966,5040,874,accused
1967,2737,749,accused
1968,2737,392,accused
1969,1648,49,accused
1970,1648,909,accused
1971,5098,21,accused
1972,2282,973,accused
1973,2282,784,accused
1974,2282,735,accused
1975,1144,60,accused
1976,1144,711,accused
1977,1144,782,accused
1978,5170,610,accused
1979,1759,1050,accused
1980,1759,114,accused
1981,3143,1057,accused
1982,3143,1082,accused
1983,3143,145,accused
1984,2680,491,accused
1985,2680,935,accused
1986,2680,212,accused
1987,1953,650,accused
1988,4869,778,accused
1989,4869,123,accused
1990,4869,824,accused
1991,3874,1037,accused
1992,3874,316,accused
1993,3874,720,accused
1994,652,1184,accused
1995,2118,297,accused
1996,2118,330,accused
1997,3946,19,accused
1998,5102,910,accused
1999,5102,624,accused
2000,2836,935,accused
2001,2836,120,accused
2002,2836,3,accused
2003,107,817,accused
2004,107,416,accused
2005,107,883,accused
2006,4999,557,accused
2007,4999,257,accused
2008,4999,870,accused
2009,3097,896,accused
2010,1249,194,accused
2011,1607,892,accused
2012,1870,954,accused
2013,1870,297,accused
2014,1044,1131,accused
2015,1044,231,accused
2016,1044,1033,accused
2017,3755,624,accused
2018,3755,951,accused
2019,3052,486,accused
2020,3052,1044,accused
2021,324,1001,accused
2022,5261,593,accused
2023,2529,307,accused
2024,2529,322,accused
2025,2126,834,accused
2026,2126,571,accused
2027,2126,149,accused
2028,4216,302,accused
2029,4216,21,accused
2030,4216,664,accused
2031,1820,1186,accused
2032,1820,179,accused
2033,1820,310,accused
2034,4702,456,accused
2035,4702,880,accused
2036,4702,410,accused
2037,4060,14,accused
2038,2347,918,accused
2039,2347,1046,accused
2040,2347,10,accused
2041,4823,609,accused
2042,3402,87,accused
2043,3402,1157,accused
2044,75,501,accused
2045,75,1103,accused
2046,603,794,accused
2047,603,989,accused
2048,603,707,accused
2049,3263,767,accused
2050,4636,795,accused
2051,5160,497,accused
2052,5160,355,accused
2053,5312,176,accused
2054,5312,609,accused
2055,3887,486,accused
2056,3142,654,accused
2057,3142,2,accused
2058,3142,703,accused
2059,4872,973,accused
2060,254,770,accused
2061,3973,601,accused
2062,1640,1004,accused
2063,1640,230,accused
2064,3811,465,accused
2065,3811,893,accused
2066,1333,1140,accused
2067,1333,377,accused
2068,1333,1000,accused
2069,1246,348,accused
2070,2590,132,accused
2071,2590,485,accused
2072,3941,629,accused
2073,3941,826,accused
2074,4940,920,accused
2075,4940,810,accused
2076,4467,507,accused
2077,4467,1167,accused
2078,2141,549,accused
2079,2141,417,accused
2080,4348,1039,accused
2081,4530,322,accused
2082,4530,1001,accused
2083,3301,622,accused
2084,3301,926,accused
2085,1709,350,accused
2086,1709,951,accused
2087,1709,107,accused
2088,975,309,accused
2089,3637,949,accused
2090,3637,728,accused
2091,268,785,accused
2092,268,421,accused
2093,268,504,accused
2094,838,1007,accused
2095,838,545,accused
2096,1735,243,accused
2097,1735,950,accused
2098,1735,63,accused
2099,4206,227,accused
2100,4206,853,accused
2101,4206,642,accused
2102,5188,225,accused
2103,49,491,accused
2104,49,823,accused
2105,1177,218,accused
2106,1177,91,accused
2107,2633,211,accused
2108,2633,877,accused
2109,3619,675,accused
2110,3619,493,accused
2111,3619,1114,accused
2112,4257,610,accused
2113,4257,333,accused
2114,1037,952,accused
2115,1037,274,accused
2116,1037,571,accused
2117,1420,897,accused
2118,1420,709,accused
2119,1710,1136,accused
2120,1902,1194,accused
2121,1902,273,accused
2122,4713,687,accused
2123,4713,879,accused
2124,4713,581,accused
2125,4340,990,accused
2126,4340,369,accused
2127,4340,752,accused
2128,3518,781,accused
2129,3518,1094,accused
2130,3518,841,accused
2131,1117,778,accused
2132,1117,855,accused
2133,1117,53,accused
2134,1756,176,accused
2135,2242,1078,accused
2136,2242,817,accused
2137,1161,752,accused
2138,1161,14,accused
2139,1076,758,accused
2140,1866,392,accused
2141,1866,1000,accused
2142,1866,537,accused
2143,2390,105,accused
2144,2390,852,accused
2145,2390,819,accused
2146,1075,818,accused
2147,1075,1006,accused
2148,1075,332,accused
2149,1182,381,accused
2150,1182,215,accused
2151,3423,37,accused
2152,2475,560,accused
2153,624,438,accused
2154,624,1106,accused
2155,624,71,accused
2156,137,871,accused
2157,997,480,accused
2158,4512,500,accused
2159,4512,865,accused
2160,2251,234,accused
2161,2251,28,accused
2162,2251,1023,accused
2163,1157,346,accused
2164,1157,133,accused
2165,1157,1181,accused
2166,1576,406,accused
2167,45,992,accused
2168,45,446,accused
2169,45,48,accused
2170,2976,859,accused
2171,2976,1114,accused
2172,3122,332,accused
2173,3199,630,accused
2174,2765,66,accused
2175,2765,42,accused
2176,3588,1042,accused
2177,3588,922,accused
2178,3588,165,accused
2179,3703,382,accused
2180,3703,21,accused
2181,4679,720,accused
2182,103,748,accused
2183,103,30,accused
2184,3309,1114,accused
2185,3309,924,accused
2186,3309,1084,accused
2187,885,537,accused
2188,885,987,accused
2189,885,218,accused
2190,4941,540,accused
2191,2926,728,accused
2192,1018,414,accused
2193,1018,404,accused
2194,5047,432,accused
2195,5047,357,accused
2196,2115,355,accused
2197,2115,620,accused
2198,2115,408,accused
2199,4908,877,accused
2200,2473,416,accused
2201,2473,505,accused
2202,2473,34,accused
2203,1413,150,accused
2204,1022,851,accused
2205,230,31,accused
2206,230,523,accused
2207,2550,991,accused
2208,2550,540,accused
2209,2550,611,accused
2210,1922,471,accused
2211,1922,25,accused
2212,4886,1052,accused
2213,4886,209,accused
2214,4886,248,accused
2215,4194,912,accused
2216,1638,28,accused
2217,1638,1144,accused
2218,1638,1000,accused
2219,219,985,accused
2220,219,1081,accused
2221,2040,406,accused
2222,2040,595,accused
2223,4827,497,accused
2224,4827,719,accused
2225,4827,943,accused
2226,3566,934,accused
2227,3566,81,accused
2228,3566,143,accused
2229,3375,491,accused
2230,3375,532,accused
2231,3375,630,accused
2232,4469,817,accused
2233,3194,436,accused
2234,3539,669,accused
2235,3539,50,accused
2236,4236,1050,accused
2237,4236,648,accused
2238,86,767,accused
2239,4831,231,accused
2240,3215,981,accused
2241,3215,1140,accused
2242,3896,725,accused
2243,3896,924,accused
2244,2392,845,accused
2245,2392,345,accused
2246,2392,720,accused
2247,2831,1185,accused
2248,4620,887,accused
2249,4620,8,accused
2250,4620,346,accused
2251,842,383,accused
2252,842,263,accused
2253,3649,268,accused
2254,3649,923,accused
2255,5230,951,accused
2256,3499,439,accused
2257,939,34,accused
2258,939,1002,accused
2259,1208,30,accused
2260,1208,1025,accused
2261,2297,542,accused
2262,4028,1179,accused
2263,3078,959,accused
2264,3078,1142,accused
2265,2671,778,accused
2266,2671,563,accused
2267,2671,727,accused
2268,3737,1074,accused
2269,3737,188,accused
2270,3737,905,accused
2271,4506,78,accused
2272,3488,298,accused
2273,4750,356,accused
2274,4750,342,accused
2275,4750,220,accused
2276,5184,418,accused
2277,1292,147,accused
2278,5105,126,accused
2279,3012,615,accused
2280,3012,963,accused
2281,3012,733,accused
2282,4591,14,accused
2283,4591,1083,accused
2284,1499,4,accused
2285,1499,1191,accused
2286,1499,693,accused
2287,1312,375,accused
2288,1312,55,accused
2289,1312,348,accused
2290,3876,729,accused
2291,3727,1009,accused
2292,2437,805,accused
2293,3364,1048,accused
2294,3364,886,accused
2295,3364,15,accused
2296,2276,457,accused
2297,2276,240,accused
2298,1502,983,accused
2299,1502,577,accused
2300,2721,503,accused
2301,2721,15,accused
2302,2384,722,accused
2303,2384,860,accused
2304,5238,848,accused
2305,3833,940,accused
2306,3106,470,accused
2307,3106,382,accused
2308,1993,479,accused
2309,1993,147,accused
2310,2413,791,accused
2311,2413,995,accused
2312,2413,530,accused
2313,2416,475,accused
2314,2416,1185,accused
2315,2416,194,accused
2316,3705,3,accused
2317,3705,1163,accused
2318,1404,805,accused
2319,1404,636,accused
2320,335,509,accused
2321,5111,60,accused
2322,894,1082,accused
2323,1570,1149,accused
2324,1570,633,accused
2325,1570,332,accused
2326,4953,414,accused
2327,4953,947,accused
2328,4953,212,accused
2329,3166,524,accused
2330,3166,384,accused
2331,3166,1098,accused
2332,4192,379,accused
2333,4192,1016,accused
2334,2025,1038,accused
2335,2025,752,accused
2336,2025,843,accused
2337,2966,17,accused
2338,2966,375,accused
2339,2966,1117,accused
2340,1305,77,accused
2341,1305,21,accused
2342,4279,186,accused
2343,5283,1136,accused
2344,5283,737,accused
2345,4405,263,accused
2346,4405,242,accused
2347,4405,415,accused
2348,3974,977,accused
2349,3974,65,accused
2350,1058,278,accused
2351,2163,31,accused
2352,1417,84,accused
2353,379,1128,accused
2354,379,1122,accused
2355,379,1059,accused
2356,2358,475,accused
2357,2358,743,accused
2358,3437,277,accused
2359,3437,142,accused
2360,3437,844,accused
2361,3004,93,accused
2362,3004,872,accused
2363,3004,1131,accused
2364,1863,798,accused
2365,5347,787,accused
2366,1298,1006,accused
2367,545,377,accused
2368,545,879,accused
2369,5176,250,accused
2370,5176,748,accused
2371,507,923,accused
2372,507,263,accused
2373,507,470,accused
2374,5419,173,accused
2375,5419,983,accused
2376,3894,1126,accused
2377,4520,381,accused
2378,4520,957,accused
2379,4374,1186,accused
2380,5444,570,accused
2381,5444,774,accused
2382,5444,202,accused
2383,3724,464,accused
2384,3724,823,accused
2385,1581,1025,accused
2386,5191,1021,accused
2387,5191,6,accused
2388,389,1003,accused
2389,389,630,accused
2390,4739,130,accused
2391,402,62,accused
2392,402,315,accused
2393,402,1039,accused
2394,4428,112,accused
2395,4428,48,accused
2396,316,917,accused
2397,316,134,accused
2398,316,221,accused
2399,2200,607,accused
2400,5421,581,accused
2401,5421,629,accused
2402,5421,258,accused
2403,1645,813,accused
2404,1645,1154,accused
2405,1645,1045,accused
2406,400,893,accused
2407,5104,203,accused
2408,5104,583,accused
2409,5104,1076,accused
2410,3799,637,accused
2411,3799,794,accused
2412,146,674,accused
2413,146,537,accused
2414,146,151,accused
2415,229,166,accused
2416,229,622,accused
2417,229,579,accused
2418,755,122,accused
2419,755,870,accused
2420,755,169,accused
2421,1067,372,accused
2422,729,602,accused
2423,729,963,accused
2424,729,720,accused
2425,2953,1144,accused
2426,1599,1060,accused
2427,1599,294,accused
2428,1479,1189,accused
2429,2017,881,accused
2430,2017,931,accused
2431,4118,1198,accused
2432,4118,596,accused
2433,2531,814,accused
2434,2531,460,accused
2435,2531,922,accused
2436,511,1085,accused
2437,511,716,accused
2438,511,685,accused
2439,2776,226,accused
2440,2776,165,accused
2441,2776,1069,accused
2442,4801,269,accused
2443,4801,579,accused
2444,4801,1063,accused
2445,2774,909,accused
2446,81,408,accused
2447,4665,1101,accused
2448,4567,911,accused
2449,4567,313,accused
2450,4899,907,accused
2451,4899,434,accused
2452,4899,337,accused
2453,1006,225,accused
2454,1006,480,accused
2455,1012,479,accused
2456,1012,446,accused
2457,417,98,accused
2458,5459,274,accused
2459,5459,95,accused
2460,4402,361,accused
2461,4402,1104,accused
2462,4402,317,accused
2463,581,714,accused
2464,581,976,accused
2465,581,940,accused
2466,3001,837,accused
2467,3001,372,accused
2468,2334,183,accused
2469,2334,504,accused
2470,2334,293,accused
2471,4974,223,accused
2472,4974,265,accused
2473,442,150,accused
2474,4394,172,accused
2475,4394,553,accused
2476,3187,241,accused
2477,3687,664,accused
2478,3687,747,accused
2479,3687,1006,accused
2480,3125,627,accused
2481,2220,304,accused
2482,3547,884,accused
2483,3547,787,accused
2484,1149,260,accused
2485,1149,74,accused
2486,1149,715,accused
2487,270,661,accused
2488,3456,737,accused
2489,3456,622,accused
2490,3456,281,accused
2491,2643,385,accused
2492,2643,579,accused
2493,2643,1188,accused
2494,515,506,accused
2495,515,723,accused
2496,3269,859,accused
2497,2852,153,accused
2498,4559,981,accused
2499,4559,812,accused
2500,1085,801,accused
2501,1085,957,accused
2502,4964,96,accused
2503,2616,270,accused
2504,2049,465,accused
2505,2049,579,accused
2506,3904,937,accused
2507,1614,312,accused
2508,1614,164,accused
2509,1614,216,accused
2510,3953,774,accused
2511,3953,91,accused
2512,305,806,accused
2513,305,28,accused
2514,2233,602,accused
2515,2233,325,accused
2516,2233,1078,accused
2517,1346,78,accused
2518,1346,1154,accused
2519,530,34,accused
2520,530,321,accused
2521,530,911,accused
2522,2486,1178,accused
2523,978,187,accused
2524,978,720,accused
2525,5449,441,accused
2526,5360,252,accused
2527,5360,968,accused
2528,5360,1071,accused
2529,1930,707,accused
2530,1930,824,accused
2531,4906,754,accused
2532,4906,835,accused
2533,4906,494,accused
2534,3593,817,accused
2535,3593,559,accused
2536,4037,693,accused
2537,4037,37,accused
2538,4037,583,accused
2539,488,793,accused
2540,488,11,accused
2541,221,328,accused
2542,221,1061,accused
2543,221,718,accused
2544,52,1000,accused
2545,2795,1145,accused
2546,2795,138,accused
2547,2221,963,accused
2548,2221,157,accused
2549,2221,151,accused
2550,2834,842,accused
2551,2834,479,accused
2552,2834,719,accused
2553,459,241,accused
2554,459,477,accused
2555,5092,189,accused
2556,1681,851,accused
2557,1681,21,accused
2558,1681,310,accused
2559,4987,656,accused
2560,4987,635,accused
2561,4987,984,accused
2562,3890,420,accused
2563,3890,1170,accused
2564,3890,1161,accused
2565,3265,1186,accused
2566,1968,184,accused
2567,1968,38,accused
2568,1696,1153,accused
2569,5371,237,accused
2570,4979,877,accused
2571,4979,224,accused
2572,1526,446,accused
2573,1526,322,accused
2574,1526,291,accused
2575,1591,307,accused
2576,1591,664,accused
2577,2654,430,accused
2578,2654,61,accused
2579,2434,986,accused
2580,2434,902,accused
2581,2434,872,accused
2582,4894,596,accused
2583,4894,26,accused
2584,4894,785,accused
2585,4490,803,accused
2586,4490,46,accused
2587,4490,90,accused
2588,4686,1143,accused
2589,4686,849,accused
2590,383,1001,accused
2591,5221,917,accused
2592,5221,862,accused
2593,1267,908,accused
2594,1267,630,accused
2595,1267,544,accused
2596,5372,154,accused
2597,5372,499,accused
2598,1693,266,accused
2599,1693,648,accused
2600,1693,1108,accused
2601,5313,503,accused
2602,5313,720,accused
2603,5313,704,accused
2604,4613,942,accused
2605,5409,121,accused
2606,1061,1015,accused
2607,1061,981,accused
2608,320,1155,accused
2609,320,92,accused
2610,320,579,accused
2611,4081,178,accused
2612,4693,646,accused
2613,3651,434,accused
2614,2020,721,accused
2615,2020,58,accused
2616,2020,946,accused
2617,3849,514,accused
2618,3849,995,accused
2619,1945,1037,accused
2620,1945,958,accused
2621,3241,889,accused
2622,3435,1161,accused
2623,3435,137,accused
2624,3435,917,accused
2625,356,117,accused
2626,1982,95,accused
2627,1982,221,accused
2628,1982,239,accused
2629,742,1077,accused
2630,742,283,accused
2631,3559,1137,accused
2632,3623,1176,accused
2633,3623,1048,accused
2634,3567,396,accused
2635,3567,1067,accused
